218.25,0,0,164.938
218.25,0,0,166.744
218.25,0,0,162.438
218.25,0,0,161.86
218.25,0,0,165.388
218.25,0,0,185.053
218.25,0,0,232.214
218.25,0,0.0013968,248.641
205.3283222,0,0.0072944,249.367
177.7659795,194.352,0.01552,248.467
152.743703,418.428,0.0176928,246.919
130.1338771,600,0.0161408,246.271
110.5171817,600,0.0166064,243.196
94.80555741,600,0.0125712,241.448
80.6098164,600,0.0096224,241.055
67.85124414,600,0.0048112,250.064
56.45288633,596.5996353,0.0006208,261.416
46.33943075,589.6020778,0,277.007
36.57002973,584.311957,0,270.708
26.02406474,580.1438034,0,254.096
17.51412731,541.8483718,0,232.58
10.82288039,474.8725406,0,206.268
5.731081,424.5762693,0,179.024
2.020521539,383.6285571,0,165.747
0.69683247,359.5403793,0,162.114
4.326969386,345.7227179,0,161.638
9.621033417,337.4515535,0,155.754
16.89221205,333.5380982,0,152.52
26.4557331,332.931431,0,157.308
38.62455779,335.0891097,0,178.334
53.94373206,339.1310984,0,217.126
73.42863131,344.4779462,0.0018624,238.743
96.89028784,352.0797255,0.0167616,242.5
124.6938452,366.8547129,0.0429904,242.933
157.2093132,381.8807878,0.0656496,240.986
194.8068525,393.2314793,0.0648736,238.27
218.25,403.6262643,0.0391104,233.38
202.6878857,421.5851591,0.0332128,228.865
184.8219185,439.7468159,0.0088464,225.686
168.0188053,473.2791474,0.0041904,230.219
152.2471943,485.7215798,0.0004656,238.787
137.470739,484.8815775,0,252.922
123.545209,494.7190958,0,246.496
110.2432658,519.0753774,0,229.461
97.90011921,539.4442862,0,210.789
86.48596882,557.5348654,0,191.087
75.96497124,556.2067498,0,170.779
66.30216364,529.0683158,0,159.337
58.06438684,498.5491977,0,158.301
52.21004521,487.7171077,0,157.974
46.73875933,479.9733529,0,152.671
41.63798015,470.2377503,0,150.237
36.89423416,448.6197194,0,148.131
32.49679938,417.4247911,0,155.043
28.76647442,382.3169572,0,171.829
26.25478644,353.2407283,0.0012416,190.934
23.87753828,329.5928145,0.0096224,206.217
21.63023594,310.8829649,0.0252976,210.991
19.51025072,297.8427074,0.0242112,210.228
17.5130411,280.6750497,0.0384896,207.128
18.09663688,272.6032098,0.0184688,201.854
27.47456751,267.6224441,0.013192,195.406
39.23976666,268.2089675,0.0091568,192.812
53.66319599,273.8874095,0.0043456,199.428
71.01547681,282.4888602,0.0004656,216.077
91.56900977,304.403554,0,231.098
106.1970842,314.5527942,0,222.941
94.55224343,323.6524909,0,209.356
83.76449902,314.6646499,0,194.055
73.79618198,306.2127985,0,179.275
64.61933171,300.7895681,0,161.568
56.19888445,300.0357322,0,148.204
51.17861219,296.9832397,0,149.536
54.53327973,298.6979105,0,148.713
58.02315593,302.9041866,0,141.581
61.65039149,301.4967447,0,137.231
65.41562268,294.4847078,0,135.425
69.32574536,287.8450036,0,136.579
71.29382229,292.2930969,0,143.79
67.15979252,324.1311297,0.0006208,147.463
63.18236866,400.5835715,0.0045008,163.039
59.35559055,506.1843994,0.0090016,179.126
55.67842069,569.1903814,0.0169168,187.326
52.14795402,584.3069804,0.0220384,191.625
47.0439807,600,0.0408176,195.571
37.66182248,600,0.064408,194.472
29.52040705,600,0.0448528,192.052
22.53030777,600,0.0133472,195.64
16.60518534,600,0.000776,209.982
11.65557851,600,0,235.309
8.859808299,600,0,234.291
10.23071019,600,0,222.053
11.70139143,600,0,210.228
13.27464516,600,0,195.314
14.95355863,600,0,179.39
16.73948702,600,0,165.701
18.07925719,600,0,160.451
17.7995678,600,0,156.93
17.52178622,600,0,151.372
17.24655195,585.4554664,0,148.57
16.97375567,571.4754525,0,144.936
16.70323124,557.3495717,0,152.07
15.95184219,543.4793818,0,175.394
13.85357454,530.8568614,0.000776,200.711
11.91239715,514.1808775,0.0051216,222.021
10.12178563,493.7722404,0.0105536,232.563
8.47589669,466.2024509,0.0102432,232.783
6.968550004,441.2464469,0.0135024,232.195
6.398902077,419.0370862,0.0699952,233.127
8.452395122,402.5107074,0.0423696,230.036
10.77282997,392.7158921,0.0336784,229.959
13.37632182,392.2897896,0.0091568,231.759
16.27892355,401.1480414,0.0006208,244.263
19.49778388,420.648356,0,274.701
23.37070469,450.3965641,0,274.474
28.73776045,494.0115133,0,260.033
34.77722742,542.7579091,0,242.638
41.52569321,568.3031197,0,221.06
49.02544502,586.1378893,0,195.762
57.31466575,598.7360267,0,175.998
64.7453871,600,0,169.268
67.47477894,600,0,164.573
70.27667949,600,0,158.988
73.15034556,600,0,156.717
76.09724554,600,0,155.014
79.1199578,600,0,161.547
81.09884801,600,0,179.122
79.75915959,600,0.0009312,208.932
78.43201487,600,0.0103984,230.289
77.12010385,600,0.0235904,240.093
75.82178275,600,0.0622352,239.681
74.5364926,600,0.0875328,241.458
70.23027323,600,0.0625456,241.884
57.79694689,600,0.0133472,239.52
46.84630092,598.2553306,0.0114848,239.482
37.28575338,595.0762657,0.0043456,242.596
29.01954098,592.7643676,0.0003104,255.51
21.95439104,587.9023112,0,285.586
16.56107029,583.0359819,0,284.898
13.47746131,575.9371228,0,270.929
10.72812963,565.2579899,0,254.734
8.293336897,549.5553773,0,234.484
6.154122655,534.4926061,0,210.22
4.291670076,520.5623514,0,189.442
3.424199084,507.5061814,0,182.325
4.992816968,492.4800159,0,176.085
6.782873827,477.4469344,0,170.371
8.809142969,464.0272843,0,167.576
11.08629585,453.2808518,0,166.346
13.62935076,446.6664863,0,170.723
17.82688339,445.1103398,0,189.473
27.79870229,446.417517,0.0004656,218.976
40.47895071,448.3511111,0.0045008,239.765
56.19538343,450.7620577,0.0096224,249.509
75.27232798,460.9627502,0.0127264,249.727
98.03448202,479.3366402,0.0113296,246.195
119.9054583,531.9969973,0.0105536,245.012
128.9039809,576.4806711,0.0096224,241.959
138.3261332,589.8399858,0.0066736,241.767
148.1869993,599.8432566,0.0026384,245.264
158.4906673,600,0,259.54
169.2495264,600,0,283.928
177.8857566,600,0,281.301
178.9358686,600,0,266.494
179.9879557,600,0,251.561
181.041447,600,0,232.006
182.096999,600,0,208.999
183.1576894,600,0,189.334
184.1291359,600,0,181.777
184.8373686,600,0,176.364
185.5452055,600,0,169.757
186.2585469,600,0,166.397
186.972086,600,0,163.813
187.6867224,600,0,169.943
188.7722478,600,0,187.822
